"model","method","p","n","rho","B","coverage","avg_width","median_width","lower_zero_rate","mean_p_hat","sd_p_hat","mean_defaults","sd_defaults"
"independent","Agresti_Coull",0.01,1e+05,0,10000,0.9504,0.00123449104118451,0.00123450130553384,0,0.010002344,0.000312624693656641,1000.2344,31.2624693656641
"vasicek","Wald",0.01,1e+05,0.01,10000,0.1801,0.00122275994144793,0.0012136781694225,0,0.010008159,0.00269023744648513,1000.8159,269.023744648513
"vasicek","Clopper_Pearson",0.01,1e+05,0.01,10000,0.1824,0.00123294441814058,0.00122386071406892,0,0.010008159,0.00269023744648513,1000.8159,269.023744648513
"vasicek","Wilson",0.01,1e+05,0.01,10000,0.181,0.00122332694446825,0.00121423931008911,0,0.010008159,0.00269023744648513,1000.8159,269.023744648513
"vasicek","Agresti_Coull",0.01,1e+05,0.01,10000,0.181,0.00122391710238842,0.00121482345794374,0,0.010008159,0.00269023744648513,1000.8159,269.023744648513
"vasicek","Wald",0.01,1e+05,0.05,10000,0.0747,0.00117553992220499,0.00113332263670157,0,0.009995829,0.0065341570560863,999.5829,653.41570560863
"vasicek","Clopper_Pearson",0.01,1e+05,0.05,10000,0.0753,0.0011857516596248,0.00114352123435904,0,0.009995829,0.0065341570560863,999.5829,653.41570560863
"vasicek","Wilson",0.01,1e+05,0.05,10000,0.0747,0.00117618674604568,0.00113392993205857,0,0.009995829,0.0065341570560863,999.5829,653.41570560863
"vasicek","Agresti_Coull",0.01,1e+05,0.05,10000,0.0747,0.00117685552424904,0.00113455862191791,0,0.009995829,0.0065341570560863,999.5829,653.41570560863
"vasicek","Wald",0.01,1e+05,0.1,10000,0.0482,0.00113023308595741,0.00104296334611773,0,0.010270275,0.0102481196709472,1027.0275,1024.81196709472
"vasicek","Clopper_Pearson",0.01,1e+05,0.1,10000,0.0482,0.00114048685896145,0.00105318267358121,0,0.010270275,0.0102481196709472,1027.0275,1024.81196709472
"vasicek","Wilson",0.01,1e+05,0.1,10000,0.0479,0.00113100330596831,0.00104363046175852,0,0.010270275,0.0102481196709472,1027.0275,1024.81196709472
"vasicek","Agresti_Coull",0.01,1e+05,0.1,10000,0.0479,0.00113179359639521,0.0010443171308221,0,0.010270275,0.0102481196709472,1027.0275,1024.81196709472
"vasicek","Wald",0.01,1e+05,0.2,10000,0.0323,0.00100563724426373,0.00085497139075408,0.0036,0.009815689,0.0143539940288317,981.5689,1435.39940288317
"vasicek","Clopper_Pearson",0.01,1e+05,0.2,10000,0.0326,0.00101607091732995,0.000865246740306891,3e-04,0.009815689,0.0143539940288317,981.5689,1435.39940288317
"vasicek","Wilson",0.01,1e+05,0.2,10000,0.0324,0.00100687002314473,0.000855801080375604,3e-04,0.009815689,0.0143539940288317,981.5689,1435.39940288317
"vasicek","Agresti_Coull",0.01,1e+05,0.2,10000,0.0324,0.00100806540115807,0.000856646323052861,0.0013,0.009815689,0.0143539940288317,981.5689,1435.39940288317
"vasicek","Wald",0.01,1e+05,0.25,10000,0.0244,0.000946676146526319,0.000747533192852193,0.0131,0.009890762,0.0178547332309735,989.0762,1785.47332309735
"vasicek","Clopper_Pearson",0.01,1e+05,0.25,10000,0.0244,0.000957339552079984,0.000757852411909854,0.0026,0.009890762,0.0178547332309735,989.0762,1785.47332309735
"vasicek","Wilson",0.01,1e+05,0.25,10000,0.0242,0.00094838049437251,0.000748490822597536,0.0026,0.009890762,0.0178547332309735,989.0762,1785.47332309735
"vasicek","Agresti_Coull",0.01,1e+05,0.25,10000,0.0242,0.000949888156132062,0.000749461512171263,0.0062,0.009890762,0.0178547332309735,989.0762,1785.47332309735
"independent","Wald",0.02,5000,0,10000,0.9492,0.00776340619815505,0.00776106141635819,0,0.02006362,0.0019651500393272,100.3181,9.82575019663601
"independent","Clopper_Pearson",0.02,5000,0,10000,0.9567,0.00797325957880538,0.00797088978475542,0,0.02006362,0.0019651500393272,100.3181,9.82575019663601
"independent","Wilson",0.02,5000,0,10000,0.9509,0.00779542815536752,0.00779300920395002,0,0.02006362,0.0019651500393272,100.3181,9.82575019663601
"independent","Agresti_Coull",0.02,5000,0,10000,0.9509,0.00783024581896217,0.00782775417525761,0,0.02006362,0.0019651500393272,100.3181,9.82575019663601
"vasicek","Wald",0.02,5000,0.01,10000,0.5425,0.00770321655746254,0.00768462663062022,0,0.0200613,0.00530776257422602,100.3065,26.5388128711301
"vasicek","Clopper_Pearson",0.02,5000,0.01,10000,0.5617,0.00791338171163226,0.00789461069686755,0,0.0200613,0.00530776257422602,100.3065,26.5388128711301
"vasicek","Wilson",0.02,5000,0.01,10000,0.5505,0.00773613532751997,0.00771700826614772,0,0.0200613,0.00530776257422602,100.3065,26.5388128711301
"vasicek","Agresti_Coull",0.02,5000,0.01,10000,0.5505,0.00777180500943313,0.00775215224977786,0,0.0200613,0.00530776257422602,100.3065,26.5388128711301
"vasicek","Wald",0.02,5000,0.05,10000,0.2547,0.00741440508260005,0.00724863261077698,0,0.01981266,0.0115164012814007,99.0633,57.5820064070034
"vasicek","Clopper_Pearson",0.02,5000,0.05,10000,0.2668,0.00762611503695615,0.00745955591843408,0,0.01981266,0.0115164012814007,99.0633,57.5820064070034
"vasicek","Wilson",0.02,5000,0.05,10000,0.262,0.0074517588784915,0.00728363904529688,0,0.01981266,0.0115164012814007,99.0633,57.5820064070034
"vasicek","Agresti_Coull",0.02,5000,0.05,10000,0.262,0.00749160799888344,0.00732120457010887,0,0.01981266,0.0115164012814007,99.0633,57.5820064070034
"vasicek","Wald",0.02,5000,0.1,10000,0.1886,0.00713369734186987,0.00678248588224804,0.0018,0.01994102,0.0171859807154819,99.7051,85.9299035774094
"vasicek","Clopper_Pearson",0.02,5000,0.1,10000,0.1944,0.00734789233980212,0.00699452341754267,1e-04,0.01994102,0.0171859807154819,99.7051,85.9299035774094
"vasicek","Wilson",0.02,5000,0.1,10000,0.1914,0.00717767990224593,0.00682062140171289,0,0.01994102,0.0171859807154819,99.7051,85.9299035774094
"vasicek","Agresti_Coull",0.02,5000,0.1,10000,0.1914,0.00722335170108063,0.00686108799059762,4e-04,0.01994102,0.0171859807154819,99.7051,85.9299035774094
"vasicek","Wald",0.02,5000,0.2,10000,0.1135,0.00652709310234299,0.00572989965054543,0.045,0.02022786,0.0273059363003015,101.1393,136.529681501508
"vasicek","Clopper_Pearson",0.02,5000,0.2,10000,0.1176,0.00675663684735055,0.00594501315324205,0.0078,0.02022786,0.0273059363003015,101.1393,136.529681501508
"vasicek","Wilson",0.02,5000,0.2,10000,0.1167,0.00659911430784394,0.00577674005257411,0,0.02022786,0.0273059363003015,101.1393,136.529681501508
"vasicek","Agresti_Coull",0.02,5000,0.2,10000,0.1167,0.0066598384745033,0.00582533030312277,0.0185,0.02022786,0.0273059363003015,101.1393,136.529681501508
"vasicek","Wald",0.02,5000,0.25,10000,0.0958,0.00620949141533286,0.00517743991185093,0.0852,0.02037354,0.0321703357290298,101.8677,160.851678645149
"vasicek","Clopper_Pearson",0.02,5000,0.25,10000,0.0997,0.00645363623160885,0.00539460173095529,0.0208,0.02037354,0.0321703357290298,101.8677,160.851678645149
"vasicek","Wilson",0.02,5000,0.25,10000,0.0968,0.00630456583187585,0.00523011551087749,0,0.02037354,0.0321703357290298,101.8677,160.851678645149
"vasicek","Agresti_Coull",0.02,5000,0.25,10000,0.0968,0.00637336156868901,0.0052841720951774,0.0439,0.02037354,0.0321703357290298,101.8677,160.851678645149
"independent","Wald",0.02,10000,0,10000,0.9476,0.00548295358965989,0.00548789915671215,0,0.01998936,0.00140105213504299,199.8936,14.0105213504299
"independent","Clopper_Pearson",0.02,10000,0,10000,0.9549,0.00558645427366836,0.00559138944941984,0,0.01998936,0.00140105213504299,199.8936,14.0105213504299
"independent","Wilson",0.02,10000,0,10000,0.9509,0.00549429936612312,0.00549921508557637,0,0.01998936,0.00140105213504299,199.8936,14.0105213504299
"independent","Agresti_Coull",0.02,10000,0,10000,0.9509,0.00550666514975859,0.00551155229228825,0,0.01998936,0.00140105213504299,199.8936,14.0105213504299
"vasicek","Wald",0.02,10000,0.01,10000,0.4061,0.00544523411062995,0.00542024841818035,0,0.02001882,0.0050618862172917,200.1882,50.618862172917
"vasicek","Clopper_Pearson",0.02,10000,0.01,10000,0.4159,0.00554883965787017,0.00552380787051312,0,0.02001882,0.0050618862172917,200.1882,50.618862172917
"vasicek","Wilson",0.02,10000,0.01,10000,0.4105,0.00545688298845467,0.0054317574456094,0,0.02001882,0.0050618862172917,200.1882,50.618862172917
"vasicek","Agresti_Coull",0.02,10000,0.01,10000,0.4105,0.00546954087157305,0.00544427352480852,0,0.02001882,0.0050618862172917,200.1882,50.618862172917
"vasicek","Wald",0.02,10000,0.05,10000,0.1918,0.00529263644840102,0.00515440568678556,0,0.02015055,0.0115847833997076,201.5055,115.847833997076
"vasicek","Clopper_Pearson",0.02,10000,0.05,10000,0.1975,0.00539671433875724,0.00525825126705021,0,0.02015055,0.0115847833997076,201.5055,115.847833997076
"vasicek","Wilson",0.02,10000,0.05,10000,0.195,0.00530565193421085,0.00516671584191893,0,0.02015055,0.0115847833997076,201.5055,115.847833997076
"vasicek","Agresti_Coull",0.02,10000,0.05,10000,0.195,0.00531962446439764,0.00517997649816272,0,0.02015055,0.0115847833997076,201.5055,115.847833997076
"vasicek","Wald",0.02,10000,0.1,10000,0.1312,0.00505399132449245,0.00478038229294582,1e-04,0.01997009,0.0170545396925368,199.7009,170.545396925368
"vasicek","Clopper_Pearson",0.02,10000,0.1,10000,0.1342,0.00515889053750013,0.00488467490791709,0,0.01997009,0.0170545396925368,199.7009,170.545396925368
"vasicek","Wilson",0.02,10000,0.1,10000,0.1327,0.00506936968726857,0.00479395063401422,0,0.01997009,0.0170545396925368,199.7009,170.545396925368
"vasicek","Agresti_Coull",0.02,10000,0.1,10000,0.1327,0.00508558475512008,0.00480838771251061,0,0.01997009,0.0170545396925368,199.7009,170.545396925368
"vasicek","Wald",0.02,10000,0.2,10000,0.0788,0.00463163041757979,0.0040701595754014,0.0203,0.02021464,0.0267221691316912,202.1464,267.221691316912
"vasicek","Clopper_Pearson",0.02,10000,0.2,10000,0.0812,0.00474123981392049,0.00417549143116085,0.0042,0.02021464,0.0267221691316912,202.1464,267.221691316912
"vasicek","Wilson",0.02,10000,0.2,10000,0.0799,0.00465664759214428,0.00408667754708562,0.0042,0.02021464,0.0267221691316912,202.1464,267.221691316912
"vasicek","Agresti_Coull",0.02,10000,0.2,10000,0.0799,0.0046792038530963,0.00410389753665118,0.0086,0.02021464,0.0267221691316912,202.1464,267.221691316912
"vasicek","Wald",0.02,10000,0.25,10000,0.0657,0.00441857326656531,0.00376262245031592,0.044,0.020146,0.0308415956202341,201.46,308.415956202341
"vasicek","Clopper_Pearson",0.02,10000,0.25,10000,0.067,0.00453249237529228,0.00386851019394493,0.0103,0.020146,0.0308415956202341,201.46,308.415956202341
"vasicek","Wilson",0.02,10000,0.25,10000,0.0657,0.00445101766997669,0.00378072899826558,0.0103,0.020146,0.0308415956202341,201.46,308.415956202341
"vasicek","Agresti_Coull",0.02,10000,0.25,10000,0.0657,0.00447700471897125,0.0037994575492013,0.0218,0.020146,0.0308415956202341,201.46,308.415956202341
"independent","Wald",0.02,25000,0,10000,0.9498,0.00346971418598104,0.00347085218090554,0,0.019996912,0.000880063676936815,499.9228,22.0015919234204
"independent","Clopper_Pearson",0.02,25000,0,10000,0.9529,0.00351060139630082,0.00351173839497704,0,0.019996912,0.000880063676936815,499.9228,22.0015919234204
"independent","Wilson",0.02,25000,0,10000,0.9501,0.00347258293488421,0.00347371806029478,0,0.019996912,0.000880063676936815,499.9228,22.0015919234204
"independent","Agresti_Coull",0.02,25000,0,10000,0.9501,0.00347571491290848,0.00347684726878277,0,0.019996912,0.000880063676936815,499.9228,22.0015919234204
"vasicek","Wald",0.02,25000,0.01,10000,0.2786,0.00344436080133243,0.00343323094412983,0,0.020006416,0.00493599579015096,500.1604,123.399894753774
"vasicek","Clopper_Pearson",0.02,25000,0.01,10000,0.2842,0.00348527491615896,0.00347413253970999,0,0.020006416,0.00493599579015096,500.1604,123.399894753774
"vasicek","Wilson",0.02,25000,0.01,10000,0.2816,0.00344730739149699,0.00343613981388179,0,0.020006416,0.00493599579015096,500.1604,123.399894753774
"vasicek","Agresti_Coull",0.02,25000,0.01,10000,0.2816,0.00345051488203832,0.00343930901220262,0,0.020006416,0.00493599579015096,500.1604,123.399894753774
"vasicek","Wald",0.02,25000,0.05,10000,0.118,0.00334103753903915,0.00325082291750556,0,0.020071352,0.0114960938805121,501.7838,287.402347012802
"vasicek","Clopper_Pearson",0.02,25000,0.05,10000,0.12,0.00338207625710777,0.00329180321718837,0,0.020071352,0.0114960938805121,501.7838,287.402347012802
"vasicek","Wilson",0.02,25000,0.05,10000,0.1184,0.0033443454153527,0.00325395242053433,0,0.020071352,0.0114960938805121,501.7838,287.402347012802
"vasicek","Agresti_Coull",0.02,25000,0.05,10000,0.1184,0.00334790383899168,0.0032573276287691,0,0.020071352,0.0114960938805121,501.7838,287.402347012802
"vasicek","Wald",0.02,25000,0.1,10000,0.0795,0.00321451796577372,0.00303321989782785,1e-04,0.020216152,0.0173284179208507,505.4038,433.210448021268
"vasicek","Clopper_Pearson",0.02,25000,0.1,10000,0.0808,0.00325575582748339,0.00307430432388933,0,0.020216152,0.0173284179208507,505.4038,433.210448021268
"vasicek","Wilson",0.02,25000,0.1,10000,0.0794,0.00321839832525614,0.00303664284885623,0,0.020216152,0.0173284179208507,505.4038,433.210448021268
"vasicek","Agresti_Coull",0.02,25000,0.1,10000,0.0794,0.00322250811083404,0.00304029385584206,0,0.020216152,0.0173284179208507,505.4038,433.210448021268
"vasicek","Wald",0.02,25000,0.2,10000,0.0542,0.00288961360343208,0.00253890802310803,0.0045,0.019491956,0.0262135856979082,487.2989,655.339642447705
"vasicek","Clopper_Pearson",0.02,25000,0.2,10000,0.055,0.00293168677356461,0.0025802849300574,8e-04,0.019491956,0.0262135856979082,487.2989,655.339642447705
"vasicek","Wilson",0.02,25000,0.2,10000,0.0542,0.00289558164427025,0.00254316280668005,8e-04,0.019491956,0.0262135856979082,487.2989,655.339642447705
"vasicek","Agresti_Coull",0.02,25000,0.2,10000,0.0542,0.00290145197420984,0.00254760417577105,0.002,0.019491956,0.0262135856979082,487.2989,655.339642447705
"vasicek","Wald",0.02,25000,0.25,10000,0.0424,0.00276646693316536,0.0023413490546015,0.0169,0.019517144,0.0290619524635108,487.9286,726.548811587771
"vasicek","Clopper_Pearson",0.02,25000,0.25,10000,0.043,0.00280955565448338,0.00238287300953046,0.0033,0.019517144,0.0290619524635108,487.9286,726.548811587771
"vasicek","Wilson",0.02,25000,0.25,10000,0.0425,0.00277442312107024,0.00234602530561108,0.0033,0.019517144,0.0290619524635108,487.9286,726.548811587771
"vasicek","Agresti_Coull",0.02,25000,0.25,10000,0.0425,0.00278152946725931,0.00235087064496615,0.0068,0.019517144,0.0290619524635108,487.9286,726.548811587771
"independent","Wald",0.02,50000,0,10000,0.9496,0.00245405622418195,0.00245426311361443,0,0.020001754,0.000625199144977893,1000.0877,31.2599572488946
"independent","Clopper_Pearson",0.02,50000,0,10000,0.953,0.00247437023021452,0.00247457698232622,0,0.020001754,0.000625199144977893,1000.0877,31.2599572488946
"independent","Wilson",0.02,50000,0,10000,0.9513,0.00245507023682232,0.00245527672698763,0,0.020001754,0.000625199144977893,1000.0877,31.2599572488946
"independent","Agresti_Coull",0.02,50000,0,10000,0.9513,0.00245617792987496,0.00245638402969806,0,0.020001754,0.000625199144977893,1000.0877,31.2599572488946
"vasicek","Wald",0.02,50000,0.01,10000,0.1999,0.00243600486382807,0.00242644417727175,0,0.020014496,0.00494471085530067,1000.7248,247.235542765033
"vasicek","Clopper_Pearson",0.02,50000,0.01,10000,0.2011,0.00245632849040981,0.00244676373729941,0,0.020014496,0.00494471085530067,1000.7248,247.235542765033
"vasicek","Wilson",0.02,50000,0.01,10000,0.1998,0.00243704673059009,0.00242747370354042,0,0.020014496,0.00494471085530067,1000.7248,247.235542765033
"vasicek","Agresti_Coull",0.02,50000,0.01,10000,0.1998,0.00243818151616121,0.00242859583006511,0,0.020014496,0.00494471085530067,1000.7248,247.235542765033
"vasicek","Wald",0.02,50000,0.05,10000,0.0877,0.0023689415373498,0.00230897562566397,0,0.020129802,0.0113560588712856,1006.4901,567.802943564281
"vasicek","Clopper_Pearson",0.02,50000,0.05,10000,0.0887,0.00238930653555389,0.00232932045465748,0,0.020129802,0.0113560588712856,1006.4901,567.802943564281
"vasicek","Wilson",0.02,50000,0.05,10000,0.0881,0.00237010351214872,0.00231007600317976,0,0.020129802,0.0113560588712856,1006.4901,567.802943564281
"vasicek","Agresti_Coull",0.02,50000,0.05,10000,0.0881,0.0023713554275976,0.00231126437091658,0,0.020129802,0.0113560588712856,1006.4901,567.802943564281
"vasicek","Wald",0.02,50000,0.1,10000,0.0581,0.00226923405232003,0.0021558941280662,0,0.02019306,0.0174521607770493,1009.653,872.608038852466
"vasicek","Clopper_Pearson",0.02,50000,0.1,10000,0.0588,0.00228967310280232,0.00217627530317132,0,0.02019306,0.0174521607770493,1009.653,872.608038852466
"vasicek","Wilson",0.02,50000,0.1,10000,0.0585,0.00227061152037766,0.00215709693886735,0,0.02019306,0.0174521607770493,1009.653,872.608038852466
"vasicek","Agresti_Coull",0.02,50000,0.1,10000,0.0585,0.00227207371040727,0.00215838169823222,0,0.02019306,0.0174521607770493,1009.653,872.608038852466
"vasicek","Wald",0.02,50000,0.2,10000,0.0373,0.00206643594420119,0.00181361199017365,0.0015,0.020034608,0.026629359546285,1001.7304,1331.46797731425
"vasicek","Clopper_Pearson",0.02,50000,0.2,10000,0.0374,0.00208713025150431,0.00183409314161328,1e-04,0.020034608,0.026629359546285,1001.7304,1331.46797731425
"vasicek","Wilson",0.02,50000,0.2,10000,0.0372,0.00206851243841251,0.00181509914696472,1e-04,0.020034608,0.026629359546285,1001.7304,1331.46797731425
"vasicek","Agresti_Coull",0.02,50000,0.2,10000,0.0372,0.00207061903046224,0.0018166545153007,5e-04,0.020034608,0.026629359546285,1001.7304,1331.46797731425
"vasicek","Wald",0.02,50000,0.25,10000,0.0294,0.00196051876240097,0.00162521822701372,0.0088,0.02001339,0.0308990541988414,1000.6695,1544.95270994207
"vasicek","Clopper_Pearson",0.02,50000,0.25,10000,0.0295,0.00198157999303303,0.00164577007361424,0.002,0.02001339,0.0308990541988414,1000.6695,1544.95270994207
"vasicek","Wilson",0.02,50000,0.25,10000,0.0292,0.00196335728081308,0.00162690819854262,0.002,0.02001339,0.0308990541988414,1000.6695,1544.95270994207
"vasicek","Agresti_Coull",0.02,50000,0.25,10000,0.0292,0.00196598179363947,0.00162865857861082,0.0039,0.02001339,0.0308990541988414,1000.6695,1544.95270994207
"independent","Wald",0.02,1e+05,0,10000,0.9473,0.00173538840406075,0.00173542609045278,0,0.02000171,0.000442104469029836,2000.171,44.2104469029836
"independent","Clopper_Pearson",0.02,1e+05,0,10000,0.9491,0.00174549952561589,0.00174553719134671,0,0.02000171,0.000442104469029836,2000.171,44.2104469029836
"independent","Wilson",0.02,1e+05,0,10000,0.9472,0.00173574689680993,0.00173578452270399,0,0.02000171,0.000442104469029836,2000.171,44.2104469029836
"independent","Agresti_Coull",0.02,1e+05,0,10000,0.9472,0.00173613861718981,0.00173617618338975,0,0.02000171,0.000442104469029836,2000.171,44.2104469029836
"vasicek","Wald",0.02,1e+05,0.01,10000,0.1407,0.00172005471075734,0.00171187780623484,0,0.019956364,0.00492892132682685,1995.6364,492.892132682685
"vasicek","Clopper_Pearson",0.02,1e+05,0.01,10000,0.142,0.00173016951992629,0.00172199132084351,0,0.019956364,0.00492892132682685,1995.6364,492.892132682685
"vasicek","Wilson",0.02,1e+05,0.01,10000,0.1414,0.00172042385855265,0.0017122429891229,0,0.019956364,0.00492892132682685,1995.6364,492.892132682685
"vasicek","Agresti_Coull",0.02,1e+05,0.01,10000,0.1414,0.00172082592679934,0.00171264094379855,0,0.019956364,0.00492892132682685,1995.6364,492.892132682685
"vasicek","Wald",0.02,1e+05,0.05,10000,0.0596,0.00166866865987813,0.00162882884529613,0,0.020015961,0.0114091396171297,2001.5961,1140.91396171297
"vasicek","Clopper_Pearson",0.02,1e+05,0.05,10000,0.06,0.00167879903001699,0.00163895132841576,0,0.020015961,0.0114091396171297,2001.5961,1140.91396171297
"vasicek","Wilson",0.02,1e+05,0.05,10000,0.0595,0.00166908298596032,0.0016292191847776,0,0.020015961,0.0114091396171297,2001.5961,1140.91396171297
"vasicek","Agresti_Coull",0.02,1e+05,0.05,10000,0.0595,0.00166952916933447,0.00162964068347939,0,0.020015961,0.0114091396171297,2001.5961,1140.91396171297
"vasicek","Wald",0.02,1e+05,0.1,10000,0.0368,0.00160493008771397,0.0015148897434298,0,0.020153394,0.0171750867276172,2015.3394,1717.50867276172
"vasicek","Clopper_Pearson",0.02,1e+05,0.1,10000,0.0369,0.001615085140394,0.00152502585506642,0,0.020153394,0.0171750867276172,2015.3394,1717.50867276172
"vasicek","Wilson",0.02,1e+05,0.1,10000,0.0367,0.00160541634122348,0.00151531851357546,0,0.020153394,0.0171750867276172,2015.3394,1717.50867276172
"vasicek","Agresti_Coull",0.02,1e+05,0.1,10000,0.0367,0.00160593298478771,0.00151577622392921,0,0.020153394,0.0171750867276172,2015.3394,1717.50867276172
"vasicek","Wald",0.02,1e+05,0.2,10000,0.0233,0.00146803729634264,0.00129756328035477,6e-04,0.020123133,0.0260588903925543,2012.3133,2605.88903925543
"vasicek","Clopper_Pearson",0.02,1e+05,0.2,10000,0.0237,0.00147828248651104,0.00130773098986261,2e-04,0.020123133,0.0260588903925543,2012.3133,2605.88903925543
"vasicek","Wilson",0.02,1e+05,0.2,10000,0.0234,0.00146877185248057,0.00129808192583572,2e-04,0.020123133,0.0260588903925543,2012.3133,2605.88903925543
"vasicek","Agresti_Coull",0.02,1e+05,0.2,10000,0.0234,0.00146952016454534,0.00129862524488938,3e-04,0.020123133,0.0260588903925543,2012.3133,2605.88903925543
"vasicek","Wald",0.02,1e+05,0.25,10000,0.0217,0.0014137361106493,0.0011719627286979,0.0037,0.02081317,0.0325536273889212,2081.317,3255.36273889212
"vasicek","Clopper_Pearson",0.02,1e+05,0.25,10000,0.0217,0.00142407818024977,0.00118215335795918,8e-04,0.02081317,0.0325536273889212,2081.317,3255.36273889212
"vasicek","Wilson",0.02,1e+05,0.25,10000,0.0216,0.00141469391841461,0.00117254709335706,8e-04,0.02081317,0.0325536273889212,2081.317,3255.36273889212
"vasicek","Agresti_Coull",0.02,1e+05,0.25,10000,0.0216,0.00141561719423683,0.0011731536303697,0.0015,0.02081317,0.0325536273889212,2081.317,3255.36273889212
"independent","Wald",0.05,5000,0,10000,0.9464,0.0120717892908024,0.0120820294316136,0,0.04996734,0.00311254270920282,249.8367,15.5627135460141
"independent","Clopper_Pearson",0.05,5000,0,10000,0.9541,0.0122754471347174,0.0122856692621788,0,0.04996734,0.00311254270920282,249.8367,15.5627135460141
"independent","Wilson",0.05,5000,0,10000,0.9503,0.0120869480019364,0.0120971383494103,0,0.04996734,0.00311254270920282,249.8367,15.5627135460141
"independent","Agresti_Coull",0.05,5000,0,10000,0.9503,0.0121066936801868,0.0121168385496386,0,0.04996734,0.00311254270920282,249.8367,15.5627135460141
"vasicek","Wald",0.05,5000,0.01,10000,0.4147,0.012006972713805,0.0119668923145661,0,0.0500228,0.0108241975446334,250.114,54.1209877231672
"vasicek","Clopper_Pearson",0.05,5000,0.01,10000,0.4294,0.0122107805771096,0.0121706542163643,0,0.0500228,0.0108241975446334,250.114,54.1209877231672
"vasicek","Wilson",0.05,5000,0.01,10000,0.424,0.0120225527496542,0.0119823237525468,0,0.0500228,0.0108241975446334,250.114,54.1209877231672
"vasicek","Agresti_Coull",0.05,5000,0.01,10000,0.424,0.0120426909977525,0.01200230082732,0,0.0500228,0.0108241975446334,250.114,54.1209877231672
"vasicek","Wald",0.05,5000,0.05,10000,0.2,0.0117027368955009,0.0115527788895032,0,0.04985316,0.023860408083723,249.2658,119.302040418615
"vasicek","Clopper_Pearson",0.05,5000,0.05,10000,0.2075,0.0119072510639008,0.0117569928920348,0,0.04985316,0.023860408083723,249.2658,119.302040418615
"vasicek","Wilson",0.05,5000,0.05,10000,0.2045,0.0117202997235829,0.0115694088163188,0,0.04985316,0.023860408083723,249.2658,119.302040418615
"vasicek","Agresti_Coull",0.05,5000,0.05,10000,0.2045,0.0117422813427421,0.0115904197262367,0,0.04985316,0.023860408083723,249.2658,119.302040418615
"vasicek","Wald",0.05,5000,0.1,10000,0.1402,0.0113894893976725,0.0111325302849502,1e-04,0.05029482,0.0347608174330015,251.4741,173.804087165008
"vasicek","Clopper_Pearson",0.05,5000,0.1,10000,0.1445,0.0115949891007993,0.0113372257124691,0,0.05029482,0.0347608174330015,251.4741,173.804087165008
"vasicek","Wilson",0.05,5000,0.1,10000,0.1423,0.011409806951447,0.0111504431775509,0,0.05029482,0.0347608174330015,251.4741,173.804087165008
"vasicek","Agresti_Coull",0.05,5000,0.1,10000,0.1423,0.0114343372025511,0.0111725690809694,1e-04,0.05029482,0.0347608174330015,251.4741,173.804087165008
"vasicek","Wald",0.05,5000,0.2,10000,0.0868,0.0105643909056384,0.00996069663464038,0.0045,0.04992384,0.0525062761444559,249.6192,262.531380722279
"vasicek","Clopper_Pearson",0.05,5000,0.2,10000,0.0902,0.0107738761134474,0.0101668790822079,6e-04,0.04992384,0.0525062761444559,249.6192,262.531380722279
"vasicek","Wilson",0.05,5000,0.2,10000,0.0885,0.0105946292924317,0.00998261320336538,0,0.04992384,0.0525062761444559,249.6192,262.531380722279
"vasicek","Agresti_Coull",0.05,5000,0.2,10000,0.0885,0.0106274058024962,0.010008268040746,0.0014,0.04992384,0.0525062761444559,249.6192,262.531380722279
"vasicek","Wald",0.05,5000,0.25,10000,0.0692,0.0101245394498575,0.00920865086671415,0.0164,0.04982976,0.0604049360729121,249.1488,302.02468036456
"vasicek","Clopper_Pearson",0.05,5000,0.25,10000,0.0719,0.0103391342513801,0.00941592825827735,0.0036,0.04982976,0.0604049360729121,249.1488,302.02468036456
"vasicek","Wilson",0.05,5000,0.25,10000,0.0713,0.0101645141009195,0.00923355110127,0,0.04982976,0.0604049360729121,249.1488,302.02468036456
"vasicek","Agresti_Coull",0.05,5000,0.25,10000,0.0713,0.0102029055596734,0.00926187773219201,0.0075,0.04982976,0.0604049360729121,249.1488,302.02468036456
"independent","Wald",0.05,10000,0,10000,0.9478,0.00854063779405561,0.0085432849415894,0,0.04999528,0.00218757680341219,499.9528,21.8757680341219
"independent","Clopper_Pearson",0.05,10000,0,10000,0.9492,0.00864194033156682,0.00864458482958824,0,0.04999528,0.00218757680341219,499.9528,21.8757680341219
"independent","Wilson",0.05,10000,0,10000,0.9466,0.00854599339731999,0.00854863315243938,0,0.04999528,0.00218757680341219,499.9528,21.8757680341219
"independent","Agresti_Coull",0.05,10000,0,10000,0.9466,0.00855298053386397,0.00855561343547545,0,0.04999528,0.00218757680341219,499.9528,21.8757680341219
"vasicek","Wald",0.05,10000,0.01,10000,0.3101,0.00848357540358631,0.00847823059602476,0,0.04991691,0.0106064673085234,499.1691,106.064673085235
"vasicek","Clopper_Pearson",0.05,10000,0.01,10000,0.3115,0.0085849372158305,0.008579564949996,0,0.04991691,0.0106064673085234,499.1691,106.064673085235
"vasicek","Wilson",0.05,10000,0.01,10000,0.3087,0.0084890967384328,0.00848366992985751,0,0.04991691,0.0106064673085234,499.1691,106.064673085235
"vasicek","Agresti_Coull",0.05,10000,0.01,10000,0.3087,0.00849623792330047,0.00849072864040618,0,0.04991691,0.0106064673085234,499.1691,106.064673085235
